"","year","position","title","artist","pos_sentiment","neg_sentiment","neut_sentiment","compound_sentiment","f_k_grade","flesch_index","fog_index","num_syllables","difficult_words","num_dupes","num_words","num_lines","genre_tags","id","duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","hit"
"733",1990,1,"Hold On","Wilson Phillips",0.061,0.046,0.892,0.8335,0.1,106.67,4.8,496.8,16,26,435,61,"pop","4VZDv8sASBS8UruUBGTFdk",266867,0.679,0.657,5,-9.897,1,0.0255,0.4,0,0.0497,0.546,97.8,4,1
"734",1990,3,"Nothing Compares 2 U","Sinead O'Connor",0.077,0.125,0.798,-0.8173,2.5,89.75,4.8,272.7,14,16,210,28,"alternative/indie, folk, pop, rock","3nvuPQTw2zuFAVuLsC9IYQ",280040,0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,4,1
"735",1990,4,"Poison","Bell Biv Devoe",0.142,0.155,0.703,-0.877,0.9,99.23,4.4,500.4,52,26,433,65,"","50DAHcCqneoupFyh96P2GP",261867,0.815,0.587,6,-10.161,0,0.237,0.00179,0.0193,0.645,0.754,111.762,4,1
"736",1990,5,"Vogue","Madonna",0.077,0.028,0.894,0.9753,2.1,90.77,4.4,554.4,47,29,433,68,"electronic/dance, electronic/dance, pop","7j5TIXPi0cCbSSqItmbyZy",317080,0.748,0.84,6,-7.701,1,0.0421,0.00348,0.00647,0.44,0.304,115.997,4,1
"737",1990,8,"Hold On","En Vogue",0.234,0.085,0.681,0.9941,0.5,100.24,4,313.2,30,13,271,49,"","4VZDv8sASBS8UruUBGTFdk",266867,0.679,0.657,5,-9.897,1,0.0255,0.4,0,0.0497,0.546,97.8,4,1
"738",1990,9,"Cradle Of Love","Billy Idol",0.427,0.077,0.496,0.9995,0.9,99.23,4.4,466.2,29,29,380,59,"electronic/dance, rock","5TSANSqPTD6nBG0NSJWmVB",281467,0.612,0.942,3,-4.588,1,0.0399,0.0163,3.9e-06,0.0909,0.622,144.038,4,1
"739",1990,11,"Do Me!","Bell Biv Devoe",0.077,0.007,0.915,0.9848,-0.3,107.69,4.4,489.6,19,47,462,74,"","47uDHNJpq4zUfOM0RFdEbV",272427,0.714,0.735,7,-8.03,1,0.0373,0.0179,1.56e-05,0.238,0.704,107.822,4,1
"740",1990,16,"All I Wanna Do Is Make Love To You","Heart",0.267,0.018,0.715,0.999,0.9,99.23,4.4,471.6,25,29,401,64,"rock","5YjKdeES9QRJ8NmF4Xc8pV",310893,0.626,0.746,7,-8.832,1,0.0282,0.16,0,0.0618,0.8,102.896,4,1
"741",1990,17,"Close To You","Maxi Priest",0.132,0.064,0.804,0.9849,0.1,106.67,4.8,620.1,37,44,547,76,"reggae","33I3oS8UkebR3KRvqxD9X0",325800,0.781,0.478,6,-15.427,1,0.0561,0.0849,3.93e-06,0.0877,0.962,95.992,4,1
"742",1990,19,"Release Me","Wilson Phillips",0.051,0.082,0.867,-0.8936,0.9,99.23,4.4,433.8,19,37,348,50,"pop","1rIy3lkFJnMsTLZpxFmYU8",295693,0.724,0.471,0,-11.143,1,0.0358,0.448,2.5e-06,0.218,0.442,97.211,4,1
"743",1990,23,"Rub You The Right Way","Johnny Gill",0.144,0.003,0.853,0.9964,0.9,99.23,4.4,551.7,34,43,475,69,"","3HGE6Is63CrKHS9DZ26RIO",333800,0.667,0.874,10,-6.937,1,0.0441,0.0163,0.00246,0.322,0.865,111.871,4,1
"744",1990,25,"If Wishes Came True","Sweet Sensation",0.378,0.063,0.559,0.9991,1.3,98.21,4.8,351,18,26,288,40,"pop","5gAdATsfINRIljv4LbrKX2",315160,0.493,0.453,3,-10.878,1,0.0248,0.0944,0.00467,0.1,0.188,143.725,4,1
"745",1990,32,"Unskinny Bop","Poison",0.277,0.069,0.654,0.9973,-0.3,107.69,4.4,344.7,15,29,300,44,"rock","1Z6lKdYhwp8WYoBqGCKxlM",228067,0.574,0.93,1,-2.949,1,0.0413,0.0657,7.78e-06,0.108,0.69,92.303,4,1
"746",1990,34,"Dangerous","Roxette",0.088,0.008,0.905,0.9776,0.5,100.24,4,367.2,18,35,315,56,"pop, rock","3PGRdlUoWnj8NHmbA5xTYS",261187,0.675,0.928,1,-4.927,0,0.0438,0.209,0.0167,0.0491,0.7,104.811,4,1
"747",1990,37,"Downtown Train","Rod Stewart",0.111,0.04,0.848,0.9597,1.3,98.21,4.8,326.7,11,18,283,39,"pop, rock","2pnFqQkGuNytOBWbUaKrxt",188560,0.402,0.187,7,-14.209,1,0.0368,0.721,0.000113,0.0714,0.199,136.789,3,1
"748",1990,41,"Everything","Jody Watley",0.103,0.116,0.781,0.1227,0.5,100.24,4,225.9,13,14,181,31,"electronic/dance, pop, soul","6MFNwcrTRdjkGYhZYC7gQt",265027,0.608,0.742,11,-10.115,0,0.0349,0.274,3.85e-05,0.132,0.706,165.775,4,1
"749",1990,45,"Ice Ice Baby","Vanilla Ice",0.111,0.097,0.792,0.8177,2.5,89.75,4.8,790.2,92,38,612,87,"","11d9oUiwHuYt216EFA2tiz",271467,0.98,0.535,2,-16.035,1,0.058,0.027,1.68e-06,0.104,0.675,115.744,4,1
"750",1990,47,"Have You Seen Her","M.C. Hammer",0.189,0.032,0.778,0.999,-0.3,107.69,4.4,759.6,45,44,665,104,"","2lvk6CUSHz4j8huQ25gH54",282800,0.775,0.378,6,-14.892,0,0.102,0.207,5.3e-06,0.107,0.86,144.16,4,1
"751",1990,55,"U Can't Touch This","M.C. Hammer",0.051,0.057,0.891,0.5817,-0.3,107.69,4.4,628.2,48,38,559,85,"","1B75hgRqe7A4fwee3g3Wmu",257360,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,4,1
"752",1990,62,"The Humpty Dance","Digital Underground",0.147,0.055,0.798,0.9978,1.7,97.2,5.2,1006.2,89,25,850,105,"","3OcQkcvTcohs8vO8Rd3sKF",391693,0.813,0.693,10,-8,0,0.266,0.0341,0,0.121,0.618,103.508,4,1
"753",1990,65,"Giving You The Benefit","Pebbles",0.205,0.072,0.723,0.9972,0.9,104.64,5.6,522,19,16,460,47,"hip-hop/rnb","2nNKXDFRz6cog1kolC3efq",341960,0.706,0.8,5,-10.496,0,0.0468,0.144,0.00137,0.0998,0.931,103.074,4,1
"754",1990,76,"Love Takes Time","Mariah Carey",0.181,0.182,0.637,0.8368,0.9,99.23,4.4,281.7,18,17,231,37,"pop, hip-hop/rnb","48l7PNpT2fBoT4cdLW6EzP",229227,0.403,0.338,8,-12.371,0,0.0322,0.727,0,0.0849,0.233,126.23,4,1
"755",1990,84,"Oh Girl","Paul Young",0.136,0.09,0.774,0.9089,0.5,105.66,5.2,208.8,7,9,191,23,"pop, rock","0YqhqbLNpfQetrwuLaVTiK",216373,0.57,0.575,9,-7.032,1,0.0318,0.267,0,0.0823,0.421,135.903,4,1
"756",1990,89,"Make You Sweat","Keith Sweat",0.24,0.052,0.709,0.9955,0.1,106.67,4.8,332.1,9,23,309,42,"hip-hop/rnb","3iI6xZkQSWGjWx5phFVLn2",320507,0.65,0.805,7,-10.53,1,0.0455,0.0464,3.26e-06,0.123,0.639,104.965,4,1
"757",1990,92,"Forever","Kiss",0.195,0.138,0.667,0.9768,2.9,88.74,5.2,315,20,23,250,31,"pop","3bx8Nubv6ad4Lu5t7hMEnb",348333,0.215,0.688,8,-12.391,1,0.0469,8.06e-05,0.0587,0.0862,0.41,76.618,4,1
"758",1990,96,"Without You","Motley Crue",0.096,0.093,0.811,-0.4941,0.5,100.24,4,320.4,18,27,265,49,"","0PkHjSYY9OYZ3v0kzJHoX8",279290,0.625,0.804,6,-11.557,0,0.0388,0.0117,0.00402,0.122,0.54,120.839,4,1
"759",1991,1,"(Everything I Do) I Do It For You","Bryan Adams",0.151,0.141,0.708,0.8643,-0.3,107.69,4.4,258.3,6,12,233,36,"rock","1Eb90nmqTrxylKFhcUzW8P",393640,0.533,0.36,1,-12.633,1,0.0282,0.0805,1.03e-05,0.0631,0.299,131.229,4,1
"760",1991,4,"Rush Rush","Paula Abdul",0.198,0.004,0.798,0.9984,0.1,106.67,4.8,504,14,42,462,61,"pop","015qd1I4v00JIoK7yOUgKC",292933,0.706,0.44,4,-11.577,1,0.0493,0.763,0,0.0958,0.395,90.012,4,1
"761",1991,6,"Unbelievable","EMF",0.067,0.151,0.782,-0.9867,0.9,99.23,4.4,434.7,27,58,353,52,"","5VYTKiOnHw4iTrB9pG3yum",209813,0.637,0.849,1,-6.855,1,0.0362,0.000341,0.0386,0.141,0.936,104.074,4,1
"762",1991,11,"Motownphilly","Boyz II Men",0.07,0.102,0.828,-0.9311,0.1,106.67,4.8,478.8,27,31,438,56,"pop, soul","4LxIGAVfcQIw0zAQRyFhU8",235227,0.754,0.857,2,-9.699,1,0.0605,0.0143,2.14e-05,0.278,0.785,114.144,4,1
"763",1991,13,"Someday","Mariah Carey",0.063,0.08,0.857,-0.6633,3.7,81.29,4.8,498.6,31,28,363,50,"pop, hip-hop/rnb","6Z1uZAfUZI1NK46PAU8IIb",196867,0.59,0.242,0,-13.038,1,0.0261,0.138,1.28e-05,0.123,0.309,75.415,4,1
"764",1991,20,"Good Vibrations","Marky Mark and The Funky Bunch",0.217,0.033,0.75,0.9978,0.5,100.24,4,558.9,35,53,459,79,"","5hWdgGVcfTeLPAiHM6EZG9",269307,0.711,0.951,1,-8.406,1,0.0537,0.00189,0.366,0.0229,0.903,121.656,4,1
"765",1991,22,"Emotions","Mariah Carey",0.234,0.01,0.756,0.9942,2.9,83.32,4,332.1,23,23,240,42,"pop, hip-hop/rnb","0cELvuwJW1acISUHYB6suj",248093,0.74,0.752,9,-7.008,0,0.0359,0.0409,0.00125,0.0233,0.939,114.851,4,1
"766",1991,23,"Joyride","Roxette",0.338,0.076,0.586,0.9979,0.5,100.24,4,353.7,33,22,287,49,"pop, rock","1ILbD4eWKWvg8ub5qJyBTP",263093,0.631,0.77,2,-5.315,1,0.0267,0.0457,0,0.481,0.734,102.348,4,1
"767",1991,28,"Every Heartbeat","Amy Grant",0.226,0.04,0.734,0.9958,1.7,91.78,4,320.4,21,27,252,44,"","55lX3vm1G35mUpawXHK5Te",213733,0.648,0.89,2,-3.834,1,0.0429,0.288,0,0.119,0.808,126.956,4,1
"768",1991,35,"It Ain't Over 'Til It's Over","Lenny Kravitz",0.149,0.19,0.66,-0.8226,1.7,91.78,4,314.1,14,30,240,42,"rock, soul","6VnpKLtfNH4Dk09YSGPSyR",242640,0.679,0.568,6,-10.74,1,0.0423,0.422,0.00928,0.322,0.93,159.69,4,1
"769",1991,41,"The Promise Of A New Day","Paula Abdul",0.286,0.021,0.693,0.999,2.5,89.75,4.8,644.4,17,86,490,69,"pop","5m8xVZhlM7E2mL9uuxZpF6",272893,0.754,0.82,1,-8.622,1,0.062,0.0911,1.62e-06,0.0805,0.896,119.835,4,1
"770",1991,52,"I Touch Myself","Divinyls",0.17,0.11,0.72,0.8481,0.9,99.23,4.4,380.7,9,40,315,52,"","6oNvmplQGUkmAh441Teows",227640,0.66,0.711,5,-10.211,1,0.0334,0.181,7.47e-06,0.0647,0.726,109.328,4,1
"771",1991,55,"Something To Talk About","Bonnie Raitt",0.166,0.076,0.758,0.9812,2.1,90.77,4.4,289.8,24,13,216,33,"folk, rock","6Ceejf3zBXvAhIY9DbP1Pr",227573,0.795,0.64,1,-13.478,1,0.0294,0.0631,2.13e-06,0.0692,0.954,102.633,4,1
"772",1991,59,"Can't Stop This Thing We Started","Bryan Adams",0.118,0.173,0.709,-0.8555,-0.3,107.69,4.4,325.8,18,20,287,47,"rock","4e80zUwo7YuhNHs9OokSG0",269093,0.536,0.876,9,-6.887,1,0.0386,0.021,0,0.571,0.54,113.026,4,1
"773",1991,71,"The Way You Do The Things You Do","UB40",0.176,0,0.824,0.997,0.1,106.67,4.8,441,12,42,409,52,"pop, reggae","5fosq5vHYLfjRJByIdldUh",182533,0.879,0.369,5,-15.505,0,0.326,0.255,7.63e-05,0.0278,0.925,80.864,4,1
"774",1991,85,"Real Real Real","Jesus Jones",0.17,0.013,0.817,0.9913,-0.7,108.7,4,267.3,8,33,253,47,"","5gbPzqSC9MFfkeM3L06Imy",188760,0.596,0.547,0,-13.136,1,0.0331,0.0478,4.92e-05,0.157,0.697,110.209,4,1
"775",1991,87,"Everybody Plays The Fool","Aaron Neville",0.167,0.207,0.626,-0.967,4.1,80.28,5.2,364.5,22,16,268,32,"country, jazz, pop, soul","0mKqVghILq1TmTDHiaRf9d",265373,0.789,0.351,10,-14.009,1,0.112,0.211,0.00184,0.0528,0.428,87.895,4,1
"776",1992,2,"Baby Got Back","Sir Mix-a-Lot",0.081,0.037,0.882,0.9661,0.9,99.23,4.4,838.8,91,28,709,111,"hip-hop/rnb","1SAkL1mYNJlaqnBQxVZrRl",262827,0.926,0.669,1,-11.271,1,0.301,0.0051,0,0.0887,0.642,128.462,4,1
"777",1992,3,"Jump","Kris Kross",0.048,0.013,0.939,0.9533,1.3,98.21,4.8,700.2,48,48,588,74,"","27AHAtAirQapVldIm4c9ZX",195107,0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,4,1
"778",1992,10,"Just Another Day","Jon Secada",0.019,0.104,0.877,-0.9146,1.3,98.21,4.8,382.5,18,21,324,46,"","5AoBNJQDXXEnIJGjJjZu3y",327427,0.717,0.642,1,-10.727,1,0.0287,0.0194,0.000249,0.043,0.732,105.894,4,1
"779",1992,13,"I'm Too Sexy","Right Said Fred",0.349,0.055,0.596,0.9984,-0.3,107.69,4.4,279.9,11,20,247,40,"pop","2WElktskrNJEwgpp5Vouxk",170467,0.683,0.739,11,-12.831,0,0.0495,4.91e-05,0.0122,0.293,0.836,122.113,4,1
"780",1992,15,"Achy Breaky Heart","Billy Ray Cyrus",0.037,0.098,0.865,-0.9628,0.5,105.66,5.2,305.1,14,21,283,32,"","2EoIt9vdgFRNW03u5IvFsQ",203373,0.8,0.563,9,-10.209,1,0.0303,0.051,0,0.0797,0.961,121.808,4,1
"781",1992,16,"I'll Be There","Mariah Carey",0.282,0,0.718,0.9977,-0.7,108.7,4,283.5,10,21,253,44,"pop, hip-hop/rnb","63Q7nlrkIORre2C0dVeWBQ",275227,0.513,0.795,2,-8.328,1,0.0322,0.00606,0.00582,0.0831,0.485,97.483,4,1
"782",1992,18,"Life Is A Highway","Tom Cochrane",0.084,0.02,0.896,0.9721,2.1,90.77,4.4,458.1,25,25,366,54,"country, rock","0hKF8N8aflF1uDzEEnPr2j",266560,0.683,0.751,5,-10.184,1,0.0346,0.0681,8.36e-06,0.248,0.841,103.036,4,1
"783",1992,20,"Finally","CeCe Peniston",0.133,0.025,0.842,0.9855,0.9,99.23,4.4,421.2,18,46,337,51,"electronic/dance, pop","0uqvSVhGgQTIdj9G51vhvv",245000,0.791,0.658,7,-11.128,1,0.0445,0.00653,0,0.0472,0.842,120.066,4,1
"784",1992,28,"If You Asked Me To","Celine Dion",0.061,0.008,0.931,0.9436,0.9,99.23,4.4,365.4,22,28,304,44,"pop","6vubJBI43jIr557lvNbzlH",234360,0.46,0.437,7,-10.587,1,0.0304,0.128,0,0.025,0.227,172.382,4,1
"785",1992,29,"Giving Him Something He Can Feel","En Vogue",0.205,0.037,0.758,0.9828,-0.3,107.69,4.4,174.6,15,4,156,23,"","4htbAEZWr53J08x3dUv00W",235707,0.496,0.298,9,-10.175,0,0.0405,0.306,1.72e-06,0.0875,0.705,203.824,3,1
"786",1992,33,"Humpin' Around","Bobby Brown",0.157,0.109,0.735,0.9757,0.5,100.24,4,592.2,34,50,490,83,"pop, hip-hop/rnb","36tOpYpo1omPwIab8ebEkW",378493,0.71,0.8,1,-7.141,1,0.04,0.00223,0.211,0.0455,0.61,110.211,4,1
"787",1992,34,"Damn I Wish I Was Your Lover","Sophie B. Hawkins",0.264,0.105,0.631,0.9984,1.3,98.21,4.8,622.8,44,37,519,65,"pop, rock","7kmfQ2QHwGqRCxVHDv5mzo",323267,0.546,0.781,11,-9.439,0,0.0506,0.22,1.51e-05,0.363,0.539,95.032,4,1
"788",1992,40,"Tennessee","Arrested Development",0.076,0.108,0.816,-0.9471,2.1,90.77,4.4,786.6,63,43,607,90,"","1aaoIHFT9UqhlaEwLAhh00",272707,0.822,0.661,1,-10.234,0,0.164,0.0241,3.95e-06,0.315,0.67,99.883,4,1
"789",1992,43,"The One","Elton John",0.18,0.112,0.708,0.9744,2.1,90.77,4.4,322.2,22,23,246,40,"pop, rock","2stzPKoUdtHcA4LlEu2ayw",353160,0.426,0.647,10,-8.228,1,0.0279,0.0163,0.00118,0.106,0.311,75.944,4,1
"790",1992,45,"Stay","Shakespear's Sister",0.194,0.042,0.764,0.9822,-0.3,107.69,4.4,170.1,8,8,156,26,"pop","6Mcoqi1iK28djC2EClVwDj",229000,0.494,0.658,8,-5.84,1,0.0487,0.674,4.11e-05,0.0907,0.19,96.73,4,1
"791",1992,61,"Keep On Walkin'","CeCe Peniston",0.029,0.055,0.916,-0.6421,-0.7,108.7,4,309.6,23,24,276,54,"electronic/dance, pop","5Rg4i5SEzUXAiztaIwG3Qd",270838,0.766,0.712,6,-12.111,1,0.0427,0.00291,0.0201,0.226,0.655,104.974,4,1
"792",1992,65,"Warm It Up","Kris Kross",0.111,0.089,0.801,0.444,0.5,105.66,5.2,694.8,38,32,616,72,"","4Gv46S98aguDKuKTrbRBus",248333,0.865,0.778,1,-10.05,1,0.249,0.0411,0,0.303,0.763,103.008,4,1
"793",1992,67,"People Everyday","Arrested Development",0.107,0.108,0.785,-0.372,1.3,98.21,4.8,443.7,48,16,368,47,"","6JvodgYcsthsORxPsEYUoe",206893,0.839,0.508,1,-12.359,1,0.219,0.0126,3.06e-05,0.0928,0.874,80.014,4,1
"794",1992,78,"Back To The Hotel","N2Deep",0.086,0.071,0.842,0.7623,0.5,105.66,5.2,545.4,66,2,481,55,"","47ukoPgAExwBp64F2gQlv2",304280,0.69,0.38,9,-12.845,1,0.0609,0.000168,0.000533,0.136,0.305,201.697,4,1
"795",1992,81,"Take This Heart","Richard Marx",0.069,0.08,0.851,0.0963,2.1,90.77,4.4,280.8,12,16,212,34,"pop","2qxlKjh8I6d0tvJIxbfniZ",278173,0.427,0.432,7,-9.186,1,0.0254,0.145,0,0.0562,0.403,79.971,4,1
"796",1992,82,"When I Look Into Your Eyes","Firehouse",0.195,0,0.805,0.9773,0.9,99.23,4.4,183.6,11,4,154,25,"","1yJWqYYDQge60nZKdLyiZU",239867,0.396,0.612,6,-8.039,1,0.0277,0.00288,4.71e-05,0.233,0.241,146.759,4,1
"797",1992,83,"I Wanna Love You","Jade",0.456,0.01,0.534,0.9994,1.7,91.78,4,345.6,17,32,262,44,"","2BDRHFw5170t2kRHD3uEMU",271400,0.731,0.707,0,-9.79,0,0.0769,0.0596,0.00654,0.264,0.838,200.306,4,1
"798",1992,85,"Real Love","Mary J. Blige",0.392,0.01,0.598,0.9996,1.3,98.21,4.8,461.7,17,24,399,57,"","3XG801WWhqC753dekEBkMt",269973,0.769,0.781,0,-5.472,1,0.0797,0.119,0.000371,0.0506,0.826,95.02,4,1
"799",1992,93,"Free Your Mind","En Vogue",0.141,0.076,0.783,0.9763,0.1,106.67,4.8,386.1,21,34,337,44,"","2vG1yrWSMiL6egg6w4e9ma",293106,0.765,0.831,7,-6.522,1,0.0565,0.0894,0,0.393,0.809,100.026,4,1
"800",1992,97,"We Got A Love Thang","CeCe Peniston",0.352,0.071,0.577,0.9992,0.5,105.66,5.2,381.6,12,33,347,41,"electronic/dance, pop","1Z1BvDuDYOaQaQtoeCDSuA",328800,0.669,0.644,0,-10.47,1,0.0302,0.000172,0.00585,0.356,0.764,120.012,4,1
"801",1992,98,"Let's Get Rocked","Def Leppard",0.062,0.045,0.893,0.8991,-0.3,107.69,4.4,581.4,41,36,510,73,"rock","0LoH6lFQLNscy3RyljAewK",295957,0.564,0.888,5,-6.763,1,0.0325,0.0109,6.68e-05,0.177,0.526,91.989,4,1
"802",1992,99,"They Want EFX","Das EFX",0.085,0.058,0.857,0.5087,2.9,88.74,5.2,814.5,107,15,610,72,"","3HCzj965m8Fz2E8wZkir6q",221400,0.755,0.459,5,-12.84,0,0.358,0.115,0,0.0851,0.597,98.454,4,1
"803",1993,4,"That's The Way Love Goes","Janet Jackson",0.309,0.082,0.61,0.9987,0.5,100.24,4,397.8,16,47,337,61,"electronic/dance, pop","29rQJydAlO0uMyWvRIZxQg",265107,0.703,0.7,5,-6.789,1,0.0693,0.302,0.471,0.0718,0.582,97.675,4,1
"804",1993,8,"Dreamlover","Mariah Carey",0.157,0.091,0.752,0.9626,2.1,90.77,4.4,432,24,32,322,50,"pop, hip-hop/rnb","6HcQZfMrw3KwGyzrKw1Pjy",232960,0.701,0.705,5,-6.18,1,0.0357,0.18,0,0.141,0.71,100.669,4,1
"805",1993,10,"Informer","Snow",0.061,0.125,0.814,-0.9956,2.1,96.18,5.6,1033.2,62,80,869,96,"reggae","2LjiPAQOVazT8sRyXL3XRs",268910,0.763,0.742,6,-10.975,0,0.188,0.0984,0,0.38,0.483,98.145,4,1
"806",1993,17,"Show Me Love","Robin S.",0.297,0.037,0.666,0.999,0.5,100.24,4,502.2,24,44,403,69,"","4t0UsYzmmmZRMTWn77jiGF",252107,0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258,4,1
"807",1993,19,"If","Janet Jackson",0.083,0.011,0.906,0.9864,-0.3,107.69,4.4,588.6,24,53,549,84,"electronic/dance, pop","0t414ewhjcIiuPVF3QECz2",271640,0.653,0.976,11,-5.173,0,0.0797,0.0374,0.00173,0.561,0.447,105.575,4,1
"808",1993,22,"Runaway Train","Soul Asylum",0.111,0.063,0.826,0.8508,2.1,90.77,4.4,370.8,27,17,283,43,"","6jA1EDXarBl4yIGlMdHHGe",266667,0.614,0.713,0,-8.07,1,0.0434,0.0143,0,0.115,0.561,117.351,4,1
"809",1993,37,"Slam","Onyx",0.022,0.157,0.821,-0.9981,1.7,97.2,5.2,761.4,88,22,631,76,"","0W2mz7mvaBaEsC4rmoRNPn",218333,0.876,0.71,11,-12.908,1,0.347,0.0654,0.00312,0.918,0.724,98.305,4,1
"810",1993,38,"Looking Through Patient Eyes","P.M. Dawn",0.181,0.129,0.689,0.9844,1.7,97.2,5.2,620.1,50,21,500,61,"","5XT320MZDtmX9Qz4wq0tD8",249667,0.786,0.372,8,-17.765,1,0.0536,0.19,5.9e-06,0.129,0.685,102.237,4,1
"811",1993,42,"I Don't Wanna Fight","Tina Turner",0.152,0.178,0.67,-0.8639,0.5,100.24,4,423,24,34,355,63,"pop, hip-hop/rnb, rock, soul","7IUTUjBJ8mzMwZpyxcI5g0",369067,0.638,0.762,2,-9.685,1,0.0381,0.304,9e-05,0.112,0.726,92.046,4,1
"812",1993,43,"I'd Die Without You","P.M. Dawn",0.034,0.253,0.713,-0.9984,3.3,87.72,5.6,463.5,22,12,352,36,"","5MAWGXxVxFNig7swSJUTP5",250693,0.543,0.266,1,-18.813,1,0.0443,0.256,0.00093,0.0993,0.343,79.992,4,1
"813",1993,45,"Hip Hop Hooray","Naughty By Nature",0.141,0.085,0.774,0.9892,0.9,99.23,4.4,724.5,75,20,584,90,"","1w29UTa5uUvIri2tWtZ12Y",267267,0.862,0.642,6,-13.652,0,0.101,0.102,0,0.272,0.765,99.201,4,1
"814",1993,46,"Another Sad Love Song","Toni Braxton",0.138,0.235,0.627,-0.9874,0.5,100.24,4,459.9,29,37,392,73,"pop","70iDnqYvxCPl3mPd3ddxgD",301560,0.78,0.71,2,-7.429,1,0.0479,0.0143,3.49e-05,0.0366,0.858,96.067,4,1
"815",1993,49,"Good Enough","Bobby Brown",0.067,0.092,0.841,-0.8936,1.3,98.21,4.8,584.1,29,32,497,69,"pop, hip-hop/rnb","7iU4tTCQXMm7eCXhu0wd4P",303893,0.519,0.425,9,-8.714,1,0.0275,0.456,0.000802,0.107,0.522,175.839,4,1
"816",1993,51,"All That She Wants","Ace Of Base",0.037,0.02,0.942,0.6369,2.1,90.77,4.4,306,16,34,244,40,"electronic/dance, pop","6kWJvPfC4DgUpRsXKNa9z9",211213,0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,4,1
"817",1993,55,"Just Kickin' It","Xscape",0.115,0.008,0.877,0.9744,-0.3,107.69,4.4,255.6,13,18,233,35,"","2CG9mGkKC6IQE5lEjDioEi",204057,0.692,0.353,1,-12.872,0,0.0613,0.0571,2.26e-05,0.579,0.73,80.902,4,1
"818",1993,56,"I Get Around","2Pac",0.102,0.074,0.824,0.9602,0.9,104.64,5.6,654.3,58,8,589,64,"","4voEoczU7Ijborps9XF1n3",259000,0.846,0.416,10,-13.767,0,0.118,0.156,9.34e-06,0.238,0.645,96.188,4,1
"819",1993,60,"Cryin'","Aerosmith",0.218,0.096,0.686,0.9945,-0.3,107.69,4.4,413.1,23,28,370,55,"rock","0NJC0FDCODpPUntRTTQq97",308333,0.445,0.856,9,-3.674,1,0.0327,0.000202,0.0101,0.367,0.486,105.872,3,1
"820",1993,74,"Again","Janet Jackson",0.081,0.157,0.762,-0.9502,0.5,100.24,4,267.3,17,13,222,40,"electronic/dance, pop","0IaMMHVbpJ0LrRAeigWOXr",227133,0.359,0.287,0,-9.51,1,0.0303,0.882,0.00607,0.186,0.189,130.135,4,1
"821",1993,85,"Alright","Kris Kross",0.17,0.033,0.797,0.9976,1.7,97.2,5.2,580.5,50,1,503,56,"","3uGjLZ5abCyCfYXBVfpf8X",243333,0.803,0.582,10,-11.286,0,0.19,0.00432,4.26e-05,0.252,0.547,97.305,4,1
"822",1993,91,"Break It Down Again","Tears For Fears",0.174,0.086,0.74,0.989,0.5,100.24,4,439.2,31,33,361,63,"","15kc3DJyYixeEEq5kRRrOm",271533,0.681,0.742,5,-7,1,0.0249,0.0134,0.422,0.121,0.486,109.001,4,1
"823",1993,94,"Livin' On The Edge","Aerosmith",0.067,0.193,0.74,-0.9921,1.3,98.21,4.8,518.4,24,32,424,56,"rock","4avSaixVwu8uqfSs7zgoj3",380893,0.399,0.881,2,-4.341,1,0.0347,0.0019,0.00429,0.39,0.272,84.58,4,1
"824",1994,3,"I'll Make Love To You","Boyz II Men",0.209,0.007,0.784,0.9966,-0.7,108.7,4,359.1,14,34,324,55,"pop, soul","7dfl9X38RhIvB3oSmmneq3",236760,0.559,0.49,2,-8.06,1,0.0247,0.103,0,0.099,0.202,142.447,3,1
"825",1994,15,"Wild Night","John Mellencamp",0.05,0.039,0.911,0.3818,0.9,99.23,4.4,261.9,13,21,223,36,"pop, rock","6opIwpImZYdxNgG4wpDxED",207507,0.665,0.888,7,-4.433,1,0.0552,0.0695,0.00147,0.104,0.951,144.339,4,1
"826",1994,20,"Fantastic Voyage","Coolio",0.129,0.089,0.781,0.9552,1.7,97.2,5.2,698.4,47,13,563,68,"","3QlTzofanSqDWywxEzGGE2",334440,0.888,0.584,7,-13.308,1,0.112,0.0389,3.25e-06,0.0625,0.762,104.704,4,1
"827",1994,22,"Regulate","Warren G",0.08,0.062,0.858,0.8644,1.3,98.21,4.8,674.1,65,15,583,76,"","7nYvUtkQMx1v80S2FH2s9J",248867,0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265,4,1
"828",1994,23,"If You Go","Jon Secada",0.105,0.042,0.853,0.9492,0.9,99.23,4.4,411.3,21,24,344,51,"","267iIR5zovTVMwSIGaqIkR",273933,0.621,0.819,7,-8.002,1,0.0332,0.0884,0,0.134,0.485,106.017,4,1
